country,Holiday_Index_PCA,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Jordan,0.6857402138236912,-0.6200576428978903,1.1334524015899012,0.057011003050357,-0.0852676216930958,0.8980835487047698,0.1987444773679793,-0.3541716888413621
Kazakhstan,0.7260156682227374,0.1518686832058878,-0.0653154913236272,-1.5277208991141578,-0.6649153786722604,1.198445682649946,-0.4954513166673457,-1.3433510620030709
Kenya,0.5111783722931181,-2.0555385002502677,1.056996316587412,0.7832294622847225,0.7719355239223316,0.962103403305202,1.55012264137191,-0.418447446128274
Kuwait,0.866825990058723,0.3446196575586252,1.9199752792765812,0.6278373657433739,-0.2151036592894437,-0.8245547464390367,0.0299792793133373,0.3779689943491206
Latvia,0.7615539775299368,0.4963010567195414,-0.4755451265869742,-1.3109522525813533,-0.5672697543992803,0.4559681435824994,-0.1494244457757954,-0.701122349688863
Lebanon,0.5948395685535888,-0.3054663347629486,0.3358018490324289,0.6941393370529599,1.3120324728341788,1.4707774861219658,0.8697558695464197,0.0316656593559903
Lesotho,0.37590950445506915,-2.3457767648628947,-0.3673332693301502,1.8063775377568507,-0.8392872859221477,0.1720423893037623,1.0789076641708284,-2.026147826895224
Liberia,0.7159556837867338,0.9678164647063752,-0.3366536988733548,1.1872695230434478,1.402876452104597,0.1354373440809219,1.0338196758662646,1.3527881416949823
Libya,0.7487458955957134,-0.5053995004612681,2.634633073262298,1.0145721556864422,-1.4667653774774538,2.317618276545086,-0.5959792655111278,-0.0152567251340657
Liechtenstein,1.0,3.8849578289438607,-2.026708589400835,0.3604372836328837,-0.0314040198430474,-0.5235767238768942,2.1281771316451192,0.6570895220341609
Lithuania,0.8153200082056239,0.7734934141618526,-0.2316746046988651,-1.381042515421418,-0.751719692686562,0.2910247044942139,-0.2002242633048737,-0.7676673797702459
Luxembourg,0.7941361990968365,1.7174903381567377,-0.4556386187435308,-0.4239525964961754,0.2176061015438007,-0.5615617112603926,-1.1204768025783722,-1.6995776551820625
Madagascar,0.5715924363048488,-1.8560435455461648,1.13893389030594,0.2032440404833557,0.4906011626898127,0.1956988186157253,0.5441950992052795,-0.2610180904262542
